text_id,result_text_version,display_order,section,claim_kind,mode,factor_id,band,title_id,preview_allowed,text,status
title-pair-intellectImagination-low--emotionalStability-high-reason,result-text-v1,52,titleReason,entertainmentReason,,,,title-pair-intellectImagination-low--emotionalStability-high,true,今回の回答では、称号判定上、知性・想像力は低い方向、情緒安定性は高い方向に入りました。,reviewed
title-pair-intellectImagination-low--emotionalStability-low-subtitle,result-text-v1,53,titleSubtitle,entertainmentReason,,,,title-pair-intellectImagination-low--emotionalStability-low,true,知性・想像力が低く、情緒安定性が低い方向のプロフィール,reviewed
title-pair-intellectImagination-low--emotionalStability-low-reason,result-text-v1,54,titleReason,entertainmentReason,,,,title-pair-intellectImagination-low--emotionalStability-low,true,今回の回答では、称号判定上、知性・想像力は低い方向、情緒安定性は低い方向に入りました。,reviewed
title-pair-conscientiousness-high--extraversion-high-subtitle,result-text-v1,55,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-high--extraversion-high,true,勤勉性が高く、外向性が高い方向のプロフィール,reviewed
title-pair-conscientiousness-high--extraversion-high-reason,result-text-v1,56,titleReason,entertainmentReason,,,,title-pair-conscientiousness-high--extraversion-high,true,今回の回答では、称号判定上、勤勉性は高い方向、外向性は高い方向に入りました。,reviewed
title-pair-conscientiousness-high--extraversion-low-subtitle,result-text-v1,57,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-high--extraversion-low,true,勤勉性が高く、外向性が低い方向のプロフィール,reviewed
title-pair-conscientiousness-high--extraversion-low-reason,result-text-v1,58,titleReason,entertainmentReason,,,,title-pair-conscientiousness-high--extraversion-low,true,今回の回答では、称号判定上、勤勉性は高い方向、外向性は低い方向に入りました。,reviewed
title-pair-conscientiousness-low--extraversion-high-subtitle,result-text-v1,59,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-low--extraversion-high,true,勤勉性が低く、外向性が高い方向のプロフィール,reviewed
title-pair-conscientiousness-low--extraversion-high-reason,result-text-v1,60,titleReason,entertainmentReason,,,,title-pair-conscientiousness-low--extraversion-high,true,今回の回答では、称号判定上、勤勉性は低い方向、外向性は高い方向に入りました。,reviewed
title-pair-conscientiousness-low--extraversion-low-subtitle,result-text-v1,61,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-low--extraversion-low,true,勤勉性が低く、外向性が低い方向のプロフィール,reviewed
title-pair-conscientiousness-low--extraversion-low-reason,result-text-v1,62,titleReason,entertainmentReason,,,,title-pair-conscientiousness-low--extraversion-low,true,今回の回答では、称号判定上、勤勉性は低い方向、外向性は低い方向に入りました。,reviewed
title-pair-conscientiousness-high--agreeableness-high-subtitle,result-text-v1,63,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-high--agreeableness-high,true,勤勉性が高く、協調性が高い方向のプロフィール,reviewed
title-pair-conscientiousness-high--agreeableness-high-reason,result-text-v1,64,titleReason,entertainmentReason,,,,title-pair-conscientiousness-high--agreeableness-high,true,今回の回答では、称号判定上、勤勉性は高い方向、協調性は高い方向に入りました。,reviewed
title-pair-conscientiousness-high--agreeableness-low-subtitle,result-text-v1,65,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-high--agreeableness-low,true,勤勉性が高く、協調性が低い方向のプロフィール,reviewed
title-pair-conscientiousness-high--agreeableness-low-reason,result-text-v1,66,titleReason,entertainmentReason,,,,title-pair-conscientiousness-high--agreeableness-low,true,今回の回答では、称号判定上、勤勉性は高い方向、協調性は低い方向に入りました。,reviewed
title-pair-conscientiousness-low--agreeableness-high-subtitle,result-text-v1,67,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-low--agreeableness-high,true,勤勉性が低く、協調性が高い方向のプロフィール,reviewed
title-pair-conscientiousness-low--agreeableness-high-reason,result-text-v1,68,titleReason,entertainmentReason,,,,title-pair-conscientiousness-low--agreeableness-high,true,今回の回答では、称号判定上、勤勉性は低い方向、協調性は高い方向に入りました。,reviewed
title-pair-conscientiousness-low--agreeableness-low-subtitle,result-text-v1,69,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-low--agreeableness-low,true,勤勉性が低く、協調性が低い方向のプロフィール,reviewed
title-pair-conscientiousness-low--agreeableness-low-reason,result-text-v1,70,titleReason,entertainmentReason,,,,title-pair-conscientiousness-low--agreeableness-low,true,今回の回答では、称号判定上、勤勉性は低い方向、協調性は低い方向に入りました。,reviewed
title-pair-conscientiousness-high--emotionalStability-high-subtitle,result-text-v1,71,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-high--emotionalStability-high,true,勤勉性が高く、情緒安定性が高い方向のプロフィール,reviewed
title-pair-conscientiousness-high--emotionalStability-high-reason,result-text-v1,72,titleReason,entertainmentReason,,,,title-pair-conscientiousness-high--emotionalStability-high,true,今回の回答では、称号判定上、勤勉性は高い方向、情緒安定性は高い方向に入りました。,reviewed
title-pair-conscientiousness-high--emotionalStability-low-subtitle,result-text-v1,73,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-high--emotionalStability-low,true,勤勉性が高く、情緒安定性が低い方向のプロフィール,reviewed
title-pair-conscientiousness-high--emotionalStability-low-reason,result-text-v1,74,titleReason,entertainmentReason,,,,title-pair-conscientiousness-high--emotionalStability-low,true,今回の回答では、称号判定上、勤勉性は高い方向、情緒安定性は低い方向に入りました。,reviewed
title-pair-conscientiousness-low--emotionalStability-high-subtitle,result-text-v1,75,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-low--emotionalStability-high,true,勤勉性が低く、情緒安定性が高い方向のプロフィール,reviewed
title-pair-conscientiousness-low--emotionalStability-high-reason,result-text-v1,76,titleReason,entertainmentReason,,,,title-pair-conscientiousness-low--emotionalStability-high,true,今回の回答では、称号判定上、勤勉性は低い方向、情緒安定性は高い方向に入りました。,reviewed
title-pair-conscientiousness-low--emotionalStability-low-subtitle,result-text-v1,77,titleSubtitle,entertainmentReason,,,,title-pair-conscientiousness-low--emotionalStability-low,true,勤勉性が低く、情緒安定性が低い方向のプロフィール,reviewed
title-pair-conscientiousness-low--emotionalStability-low-reason,result-text-v1,78,titleReason,entertainmentReason,,,,title-pair-conscientiousness-low--emotionalStability-low,true,今回の回答では、称号判定上、勤勉性は低い方向、情緒安定性は低い方向に入りました。,reviewed
title-pair-extraversion-high--agreeableness-high-subtitle,result-text-v1,79,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-high--agreeableness-high,true,外向性が高く、協調性が高い方向のプロフィール,reviewed
title-pair-extraversion-high--agreeableness-high-reason,result-text-v1,80,titleReason,entertainmentReason,,,,title-pair-extraversion-high--agreeableness-high,true,今回の回答では、称号判定上、外向性は高い方向、協調性は高い方向に入りました。,reviewed
title-pair-extraversion-high--agreeableness-low-subtitle,result-text-v1,81,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-high--agreeableness-low,true,外向性が高く、協調性が低い方向のプロフィール,reviewed
title-pair-extraversion-high--agreeableness-low-reason,result-text-v1,82,titleReason,entertainmentReason,,,,title-pair-extraversion-high--agreeableness-low,true,今回の回答では、称号判定上、外向性は高い方向、協調性は低い方向に入りました。,reviewed
title-pair-extraversion-low--agreeableness-high-subtitle,result-text-v1,83,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-low--agreeableness-high,true,外向性が低く、協調性が高い方向のプロフィール,reviewed
title-pair-extraversion-low--agreeableness-high-reason,result-text-v1,84,titleReason,entertainmentReason,,,,title-pair-extraversion-low--agreeableness-high,true,今回の回答では、称号判定上、外向性は低い方向、協調性は高い方向に入りました。,reviewed
title-pair-extraversion-low--agreeableness-low-subtitle,result-text-v1,85,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-low--agreeableness-low,true,外向性が低く、協調性が低い方向のプロフィール,reviewed
title-pair-extraversion-low--agreeableness-low-reason,result-text-v1,86,titleReason,entertainmentReason,,,,title-pair-extraversion-low--agreeableness-low,true,今回の回答では、称号判定上、外向性は低い方向、協調性は低い方向に入りました。,reviewed
title-pair-extraversion-high--emotionalStability-high-subtitle,result-text-v1,87,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-high--emotionalStability-high,true,外向性が高く、情緒安定性が高い方向のプロフィール,reviewed
title-pair-extraversion-high--emotionalStability-high-reason,result-text-v1,88,titleReason,entertainmentReason,,,,title-pair-extraversion-high--emotionalStability-high,true,今回の回答では、称号判定上、外向性は高い方向、情緒安定性は高い方向に入りました。,reviewed
title-pair-extraversion-high--emotionalStability-low-subtitle,result-text-v1,89,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-high--emotionalStability-low,true,外向性が高く、情緒安定性が低い方向のプロフィール,reviewed
title-pair-extraversion-high--emotionalStability-low-reason,result-text-v1,90,titleReason,entertainmentReason,,,,title-pair-extraversion-high--emotionalStability-low,true,今回の回答では、称号判定上、外向性は高い方向、情緒安定性は低い方向に入りました。,reviewed
title-pair-extraversion-low--emotionalStability-high-subtitle,result-text-v1,91,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-low--emotionalStability-high,true,外向性が低く、情緒安定性が高い方向のプロフィール,reviewed
title-pair-extraversion-low--emotionalStability-high-reason,result-text-v1,92,titleReason,entertainmentReason,,,,title-pair-extraversion-low--emotionalStability-high,true,今回の回答では、称号判定上、外向性は低い方向、情緒安定性は高い方向に入りました。,reviewed
title-pair-extraversion-low--emotionalStability-low-subtitle,result-text-v1,93,titleSubtitle,entertainmentReason,,,,title-pair-extraversion-low--emotionalStability-low,true,外向性が低く、情緒安定性が低い方向のプロフィール,reviewed
title-pair-extraversion-low--emotionalStability-low-reason,result-text-v1,94,titleReason,entertainmentReason,,,,title-pair-extraversion-low--emotionalStability-low,true,今回の回答では、称号判定上、外向性は低い方向、情緒安定性は低い方向に入りました。,reviewed
title-pair-agreeableness-high--emotionalStability-high-subtitle,result-text-v1,95,titleSubtitle,entertainmentReason,,,,title-pair-agreeableness-high--emotionalStability-high,true,協調性が高く、情緒安定性が高い方向のプロフィール,reviewed
title-pair-agreeableness-high--emotionalStability-high-reason,result-text-v1,96,titleReason,entertainmentReason,,,,title-pair-agreeableness-high--emotionalStability-high,true,今回の回答では、称号判定上、協調性は高い方向、情緒安定性は高い方向に入りました。,reviewed
title-pair-agreeableness-high--emotionalStability-low-subtitle,result-text-v1,97,titleSubtitle,entertainmentReason,,,,title-pair-agreeableness-high--emotionalStability-low,true,協調性が高く、情緒安定性が低い方向のプロフィール,reviewed
title-pair-agreeableness-high--emotionalStability-low-reason,result-text-v1,98,titleReason,entertainmentReason,,,,title-pair-agreeableness-high--emotionalStability-low,true,今回の回答では、称号判定上、協調性は高い方向、情緒安定性は低い方向に入りました。,reviewed
title-pair-agreeableness-low--emotionalStability-high-subtitle,result-text-v1,99,titleSubtitle,entertainmentReason,,,,title-pair-agreeableness-low--emotionalStability-high,true,協調性が低く、情緒安定性が高い方向のプロフィール,reviewed
title-pair-agreeableness-low--emotionalStability-high-reason,result-text-v1,100,titleReason,entertainmentReason,,,,title-pair-agreeableness-low--emotionalStability-high,true,今回の回答では、称号判定上、協調性は低い方向、情緒安定性は高い方向に入りました。,reviewed
title-pair-agreeableness-low--emotionalStability-low-subtitle,result-text-v1,101,titleSubtitle,entertainmentReason,,,,title-pair-agreeableness-low--emotionalStability-low,true,協調性が低く、情緒安定性が低い方向のプロフィール,reviewed
title-pair-agreeableness-low--emotionalStability-low-reason,result-text-v1,102,titleReason,entertainmentReason,,,,title-pair-agreeableness-low--emotionalStability-low,true,今回の回答では、称号判定上、協調性は低い方向、情緒安定性は低い方向に入りました。,reviewed
preview20-intellectImagination-high-observation,result-text-v1,103,observation,scaleObservation,preview20,intellectImagination,high,,true,今回の20問では、新しい考え方や発想への関心は、尺度内で高めの傾向が見られました。,reviewed
preview20-intellectImagination-middle-observation,result-text-v1,104,observation,scaleObservation,preview20,intellectImagination,middle,,true,今回の20問では、新しい考え方や発想への関心は、尺度内の中間域にある傾向が見られました。,reviewed
preview20-intellectImagination-low-observation,result-text-v1,105,observation,scaleObservation,preview20,intellectImagination,low,,true,今回の20問では、新しい考え方や発想への関心は、尺度内で低めの傾向が見られました。,reviewed
detail50-intellectImagination-high-observation,result-text-v1,106,observation,scaleObservation,detail50,intellectImagination,high,,false,今回の50問では、新しい考え方や発想への関心は、尺度内で高めの傾向が見られました。,reviewed
detail50-intellectImagination-high-strength,result-text-v1,107,strength,reflectionPrompt,detail50,intellectImagination,high,,false,最近、時間を忘れて新しいアイデアや知識について考えたり、調べたりしたことはありましたか。,reviewed
detail50-intellectImagination-high-tradeoff,result-text-v1,108,tradeoff,reflectionPrompt,detail50,intellectImagination,high,,false,いろいろな発想が広がったとき、ひとつの結論を選ぶまでに時間がかかった場面はありましたか。,reviewed
detail50-intellectImagination-high-work,result-text-v1,109,work,reflectionPrompt,detail50,intellectImagination,high,,false,仕事や学びのなかで、新しいやり方や考え方に「いいな」と惹かれた瞬間はありましたか。,reviewed
detail50-intellectImagination-high-relationship,result-text-v1,110,relationship,reflectionPrompt,detail50,intellectImagination,high,,false,人との対話のなかで、お互いの意見が重なり合い、思いがけず話が大きく広がった経験はありますか。,reviewed
detail50-intellectImagination-high-stress,result-text-v1,111,stress,reflectionPrompt,detail50,intellectImagination,high,,false,予想外のトラブルが起きたとき、別の見方や可能性を探し続けて、かえって疲れたことはありませんか。,reviewed
detail50-intellectImagination-high-question,result-text-v1,112,question,reflectionPrompt,detail50,intellectImagination,high,,false,最近、ふと耳にした言葉や新しい考え方に対して、「もっと深く調べてみたい」と好奇心をくすぐられたことはありますか。,reviewed
detail50-intellectImagination-high-action,result-text-v1,113,action,actionHint,detail50,intellectImagination,high,,false,もしよければ、今日心に残った「キーワード」や「気づき」を、スマホや手帳に一つだけ書き留めてみませんか。,reviewed
detail50-intellectImagination-middle-observation,result-text-v1,114,observation,scaleObservation,detail50,intellectImagination,middle,,false,今回の50問では、新しい考え方や発想への関心は、尺度内の中間域にある傾向が見られました。,reviewed
detail50-intellectImagination-middle-strength,result-text-v1,115,strength,reflectionPrompt,detail50,intellectImagination,middle,,false,"最近、「もう少し調べるか」「まずはやってみるか、ここで区切るか」を選んだ場面はありましたか。",reviewed
detail50-intellectImagination-middle-tradeoff,result-text-v1,116,tradeoff,reflectionPrompt,detail50,intellectImagination,middle,,false,"少し複雑なテーマについて、「じっくり考えたい」と感じるときと、「今は少し疲れる」と感じるときがありましたか。",reviewed
detail50-intellectImagination-middle-work,result-text-v1,117,work,reflectionPrompt,detail50,intellectImagination,middle,,false,"仕事や学びのなかで、「慣れたやり方で確実に進めるか」「少し時間がかかっても新しい方法を試すか」、どちらで進めるか考えた場面はありましたか。",reviewed
detail50-intellectImagination-middle-relationship,result-text-v1,118,relationship,reflectionPrompt,detail50,intellectImagination,middle,,false,"相手の考えを聞きながら、「もう少し掘り下げたい」気持ちと「そろそろ別の話題に移りたい」気持ちの間で迷った場面はありましたか。",reviewed
detail50-intellectImagination-middle-stress,result-text-v1,119,stress,reflectionPrompt,detail50,intellectImagination,middle,,false,"情報が多いとき、「いろいろな視点を取り入れるか」「いったん一つに絞るか」で迷った場面はありましたか。",reviewed
detail50-intellectImagination-middle-question,result-text-v1,120,question,reflectionPrompt,detail50,intellectImagination,middle,,false,"最近、気になったことについて、「このくらい分かれば十分」と、自分なりに区切りをつけた場面はありましたか。",reviewed
detail50-intellectImagination-middle-action,result-text-v1,121,action,actionHint,detail50,intellectImagination,middle,,false,"もしよければ、最近少しだけ気になっているテーマについて、「時間があれば調べてみたいこと」を一つメモしてみませんか。",reviewed
detail50-intellectImagination-low-observation,result-text-v1,122,observation,scaleObservation,detail50,intellectImagination,low,,false,今回の50問では、新しい考え方や発想への関心は、尺度内で低めの傾向が見られました。,reviewed
detail50-intellectImagination-low-strength,result-text-v1,123,strength,reflectionPrompt,detail50,intellectImagination,low,,false,最近、抽象的な説明を、自分の経験や具体的な事実に基づいて分かりやすくまとめ直した場面はありましたか。,reviewed
detail50-intellectImagination-low-tradeoff,result-text-v1,124,tradeoff,reflectionPrompt,detail50,intellectImagination,low,,false,"抽象的な話題が続いたとき、「結局、何をどうすればいいのだろう」と現実味が湧かず、戸惑った場面はありましたか。",reviewed
detail50-intellectImagination-low-work,result-text-v1,125,work,reflectionPrompt,detail50,intellectImagination,low,,false,仕事や学びのなかで、手順やマニュアルなど、具体的な形があるほうが進めやすいと感じた出来事はありましたか。,reviewed
detail50-intellectImagination-low-relationship,result-text-v1,126,relationship,reflectionPrompt,detail50,intellectImagination,low,,false,人との会話で、理想や仮定の話よりも、具体的な出来事に戻したくなった場面はありましたか。,reviewed
detail50-intellectImagination-low-stress,result-text-v1,127,stress,reflectionPrompt,detail50,intellectImagination,low,,false,"考える範囲が広がったとき、「まずは目の前で確かめられることから決めよう」と、考える範囲を絞った場面はありましたか。",reviewed
detail50-intellectImagination-low-question,result-text-v1,128,question,reflectionPrompt,detail50,intellectImagination,low,,false,最近、実際に手を動かしたり現物を見たりしたことで、物事が理解しやすくなったと感じた経験はありましたか。,reviewed
detail50-intellectImagination-low-action,result-text-v1,129,action,actionHint,detail50,intellectImagination,low,,false,"よければ、今日見聞きした少し難しい話を、「自分の生活で言うとどうなるか」に当てはめて考えてみませんか。",reviewed
preview20-conscientiousness-high-observation,result-text-v1,130,observation,scaleObservation,preview20,conscientiousness,high,,true,今回の20問では、物事を早めに進めたり整理して取り組んだりする傾向が、尺度内で高めに見られました。,reviewed
