text_id,result_text_version,title_id,display_order,text,status
title-reflection-pair-conscientiousness-high--extraversion-high-2,result-text-v2,title-pair-conscientiousness-high--extraversion-high,2,いくつもの予定や作業が重なる中でも、自分のペースを保てたのはどんなときでしたか。,approved
title-reflection-pair-conscientiousness-high--extraversion-high-3,result-text-v2,title-pair-conscientiousness-high--extraversion-high,3,次に誰かと作業するとき、事前に共有したいことを一つメモしてみませんか。,approved
title-reflection-pair-conscientiousness-high--extraversion-low-1,result-text-v2,title-pair-conscientiousness-high--extraversion-low,1,一人で作業を進めるとき、どこまで準備してから始めていますか。,approved
title-reflection-pair-conscientiousness-high--extraversion-low-2,result-text-v2,title-pair-conscientiousness-high--extraversion-low,2,作業の途中で、どの段階まで進めば周囲と共有しやすいですか。,approved
title-reflection-pair-conscientiousness-high--extraversion-low-3,result-text-v2,title-pair-conscientiousness-high--extraversion-low,3,今日進めていることを一つ選び、途中経過を一文でまとめてみませんか。,approved
title-reflection-pair-conscientiousness-low--extraversion-high-1,result-text-v2,title-pair-conscientiousness-low--extraversion-high,1,人からの誘いで予定を変えた日は、どんなふうに過ごしましたか。,approved
title-reflection-pair-conscientiousness-low--extraversion-high-2,result-text-v2,title-pair-conscientiousness-low--extraversion-high,2,その場の流れに応じて予定を変えるときも、大切にしていることはありますか。,approved
title-reflection-pair-conscientiousness-low--extraversion-high-3,result-text-v2,title-pair-conscientiousness-low--extraversion-high,3,最近の会話から、心に残ったことを一つメモしてみませんか。,approved
title-reflection-pair-conscientiousness-low--extraversion-low-1,result-text-v2,title-pair-conscientiousness-low--extraversion-low,1,何も予定を入れない時間に、自然としたくなることは何ですか。,approved
title-reflection-pair-conscientiousness-low--extraversion-low-2,result-text-v2,title-pair-conscientiousness-low--extraversion-low,2,静かな時間の中で、思いがけない考えが浮かんだことはありましたか。,approved
title-reflection-pair-conscientiousness-low--extraversion-low-3,result-text-v2,title-pair-conscientiousness-low--extraversion-low,3,今日、何もしない時間を10分だけ作ってみませんか。,approved
title-reflection-pair-conscientiousness-high--agreeableness-high-1,result-text-v2,title-pair-conscientiousness-high--agreeableness-high,1,周囲の人と一緒に作業を進めるとき、役割や期限をどのように共有していますか。,approved
title-reflection-pair-conscientiousness-high--agreeableness-high-2,result-text-v2,title-pair-conscientiousness-high--agreeableness-high,2,周囲の人を手助けするうちに、自分の作業を抱えすぎてしまったことはありますか。,approved
title-reflection-pair-conscientiousness-high--agreeableness-high-3,result-text-v2,title-pair-conscientiousness-high--agreeableness-high,3,他の人の協力が必要な予定について、誰に相談したいか考えてみませんか。,approved
title-reflection-pair-conscientiousness-high--agreeableness-low-1,result-text-v2,title-pair-conscientiousness-high--agreeableness-low,1,目標やルールを決めるとき、どんな基準を優先していますか。,approved
title-reflection-pair-conscientiousness-high--agreeableness-low-2,result-text-v2,title-pair-conscientiousness-high--agreeableness-low,2,同じ進め方ではうまくいかないと感じたのは、どんな場面でしたか。,approved
title-reflection-pair-conscientiousness-high--agreeableness-low-3,result-text-v2,title-pair-conscientiousness-high--agreeableness-low,3,基準を決めるとき、例外にする条件も書き添えてみませんか。,approved
title-reflection-pair-conscientiousness-low--agreeableness-high-1,result-text-v2,title-pair-conscientiousness-low--agreeableness-high,1,相手の希望に合わせて予定を変えたのは、どんなときでしたか。,approved
title-reflection-pair-conscientiousness-low--agreeableness-high-2,result-text-v2,title-pair-conscientiousness-low--agreeableness-high,2,誰かと過ごす中で、自分の希望も伝えられた場面はありましたか。,approved
title-reflection-pair-conscientiousness-low--agreeableness-high-3,result-text-v2,title-pair-conscientiousness-low--agreeableness-high,3,誰かとともに過ごすとき、相手のやりたいことを尋ねてみませんか。,approved
title-reflection-pair-conscientiousness-low--agreeableness-low-1,result-text-v2,title-pair-conscientiousness-low--agreeableness-low,1,状況に応じた判断が必要なとき、自分の考えをどのように伝えていますか。,approved
title-reflection-pair-conscientiousness-low--agreeableness-low-2,result-text-v2,title-pair-conscientiousness-low--agreeableness-low,2,周囲に合わせずに動いたことで、自分のペースを保てた場面はありましたか。,approved
title-reflection-pair-conscientiousness-low--agreeableness-low-3,result-text-v2,title-pair-conscientiousness-low--agreeableness-low,3,今日やりたいことの中から、今の気分に合うものを選んでみませんか。,approved
title-reflection-pair-conscientiousness-high--emotionalStability-high-1,result-text-v2,title-pair-conscientiousness-high--emotionalStability-high,1,予定外のことが起きたとき、手順をどのように組み直しましたか。,approved
title-reflection-pair-conscientiousness-high--emotionalStability-high-2,result-text-v2,title-pair-conscientiousness-high--emotionalStability-high,2,順調に進んでいるとき、負担や余力をどう確かめていますか。,approved
title-reflection-pair-conscientiousness-high--emotionalStability-high-3,result-text-v2,title-pair-conscientiousness-high--emotionalStability-high,3,取り組む予定を、いくつかの小さな作業に分けてみませんか。,approved
title-reflection-pair-conscientiousness-high--emotionalStability-low-1,result-text-v2,title-pair-conscientiousness-high--emotionalStability-low,1,心配なことに備えるとき、何から準備していますか。,approved
title-reflection-pair-conscientiousness-high--emotionalStability-low-2,result-text-v2,title-pair-conscientiousness-high--emotionalStability-low,2,何度か確認したことで、安心して進められた場面はありましたか。,approved
title-reflection-pair-conscientiousness-high--emotionalStability-low-3,result-text-v2,title-pair-conscientiousness-high--emotionalStability-low,3,今準備していることについて、「ここまでできたら十分」という基準を書いてみませんか。,approved
title-reflection-pair-conscientiousness-low--emotionalStability-high-1,result-text-v2,title-pair-conscientiousness-low--emotionalStability-high,1,予定外のことが起きても、流れに合わせて動けた場面はありましたか。,approved
title-reflection-pair-conscientiousness-low--emotionalStability-high-2,result-text-v2,title-pair-conscientiousness-low--emotionalStability-high,2,成り行きに任せる中でも、守ろうとした期限や条件はありましたか。,approved
title-reflection-pair-conscientiousness-low--emotionalStability-high-3,result-text-v2,title-pair-conscientiousness-low--emotionalStability-high,3,最近の予定外の出来事から、心に残った発見をメモしてみませんか。,approved
title-reflection-pair-conscientiousness-low--emotionalStability-low-1,result-text-v2,title-pair-conscientiousness-low--emotionalStability-low,1,その日の気持ちに合わせて、予定を変えたことはありましたか。,approved
title-reflection-pair-conscientiousness-low--emotionalStability-low-2,result-text-v2,title-pair-conscientiousness-low--emotionalStability-low,2,負担を感じたとき、どのような場所や過ごし方で気持ちを整えていますか。,approved
title-reflection-pair-conscientiousness-low--emotionalStability-low-3,result-text-v2,title-pair-conscientiousness-low--emotionalStability-low,3,気がかりが重なったとき、今は扱わないことを決めてみませんか。,approved
title-reflection-pair-extraversion-high--agreeableness-high-1,result-text-v2,title-pair-extraversion-high--agreeableness-high,1,人が集まる場では、どのような役割やふるまい方がしっくりきますか。,approved
title-reflection-pair-extraversion-high--agreeableness-high-2,result-text-v2,title-pair-extraversion-high--agreeableness-high,2,場を盛り上げながら、自分の希望も伝えられたことはありましたか。,approved
title-reflection-pair-extraversion-high--agreeableness-high-3,result-text-v2,title-pair-extraversion-high--agreeableness-high,3,参加する集まりで、誰とどんな話をしたいか考えてみませんか。,approved
title-reflection-pair-extraversion-high--agreeableness-low-1,result-text-v2,title-pair-extraversion-high--agreeableness-low,1,自分の意見を率直に伝えたことで、話が進んだ場面はありましたか。,approved
title-reflection-pair-extraversion-high--agreeableness-low-2,result-text-v2,title-pair-extraversion-high--agreeableness-low,2,相手と意見が違ったとき、どのように話を進めていますか。,approved
title-reflection-pair-extraversion-high--agreeableness-low-3,result-text-v2,title-pair-extraversion-high--agreeableness-low,3,相手と意見が違うとき、話のどこから切り出すか考えてみませんか。,approved
title-reflection-pair-extraversion-low--agreeableness-high-1,result-text-v2,title-pair-extraversion-low--agreeableness-high,1,誰かの話を聞くとき、相手が話しやすいように意識していることはありますか。,approved
title-reflection-pair-extraversion-low--agreeableness-high-2,result-text-v2,title-pair-extraversion-low--agreeableness-high,2,相手の話を聞く中で、自分の考えも伝えたいと思ったのはどんなときでしたか。,approved
title-reflection-pair-extraversion-low--agreeableness-high-3,result-text-v2,title-pair-extraversion-low--agreeableness-high,3,身近な人の話を聞いたあと、自分が理解したことを短く伝えてみませんか。,approved
title-reflection-pair-extraversion-low--agreeableness-low-1,result-text-v2,title-pair-extraversion-low--agreeableness-low,1,人と関わるとき、自分に合う距離をどう決めていますか。,approved
title-reflection-pair-extraversion-low--agreeableness-low-2,result-text-v2,title-pair-extraversion-low--agreeableness-low,2,一人で過ごしたことで、考えが整理された場面はありましたか。,approved
title-reflection-pair-extraversion-low--agreeableness-low-3,result-text-v2,title-pair-extraversion-low--agreeableness-low,3,落ち着いて過ごせる場所で、好きなことをしてみませんか。,approved
title-reflection-pair-extraversion-high--emotionalStability-high-1,result-text-v2,title-pair-extraversion-high--emotionalStability-high,1,人が多い場所でも、自然体で過ごせたのはどんなときでしたか。,approved
title-reflection-pair-extraversion-high--emotionalStability-high-2,result-text-v2,title-pair-extraversion-high--emotionalStability-high,2,周囲が緊張しているとき、雰囲気を和らげるためにどのような声をかけていますか。,approved
title-reflection-pair-extraversion-high--emotionalStability-high-3,result-text-v2,title-pair-extraversion-high--emotionalStability-high,3,しばらく会っていない人に、最近の様子を尋ねてみませんか。,approved
title-reflection-pair-extraversion-high--emotionalStability-low-1,result-text-v2,title-pair-extraversion-high--emotionalStability-low,1,人と話した後、相手の反応が気になって会話を振り返ったことはありますか。,approved
title-reflection-pair-extraversion-high--emotionalStability-low-2,result-text-v2,title-pair-extraversion-high--emotionalStability-low,2,人が多い場で刺激が強いと感じたとき、過ごし方をどう変えていますか。,approved
title-reflection-pair-extraversion-high--emotionalStability-low-3,result-text-v2,title-pair-extraversion-high--emotionalStability-low,3,会話の後に気になったことを、「実際の反応」と「自分の想像」に分けて書いてみませんか。,approved
title-reflection-pair-extraversion-low--emotionalStability-high-1,result-text-v2,title-pair-extraversion-low--emotionalStability-high,1,何かを始めるとき、タイミングをどのように見極めていますか。,approved
title-reflection-pair-extraversion-low--emotionalStability-high-2,result-text-v2,title-pair-extraversion-low--emotionalStability-high,2,一人で静かに過ごす中で、やってみたいことが浮かんだことはありますか。,approved
title-reflection-pair-extraversion-low--emotionalStability-high-3,result-text-v2,title-pair-extraversion-low--emotionalStability-high,3,これから始めたいことについて、必要な情報を調べてみませんか。,approved
title-reflection-pair-extraversion-low--emotionalStability-low-1,result-text-v2,title-pair-extraversion-low--emotionalStability-low,1,刺激の多い場所で疲れを感じたとき、その後をどのように過ごしていますか。,approved
title-reflection-pair-extraversion-low--emotionalStability-low-2,result-text-v2,title-pair-extraversion-low--emotionalStability-low,2,周囲の反応が気になったとき、どんな相手なら安心して話せますか。,approved
title-reflection-pair-extraversion-low--emotionalStability-low-3,result-text-v2,title-pair-extraversion-low--emotionalStability-low,3,気持ちが落ち着かないとき、好きな音楽を聴く時間を作ってみませんか。,approved
title-reflection-pair-agreeableness-high--emotionalStability-high-1,result-text-v2,title-pair-agreeableness-high--emotionalStability-high,1,意見が分かれたとき、お互いが納得できる点をどのように探していますか。,approved
title-reflection-pair-agreeableness-high--emotionalStability-high-2,result-text-v2,title-pair-agreeableness-high--emotionalStability-high,2,相手に配慮しながら、自分にとって大切なことも伝えられた場面はありましたか。,approved
title-reflection-pair-agreeableness-high--emotionalStability-high-3,result-text-v2,title-pair-agreeableness-high--emotionalStability-high,3,話し合いの場で、出てきた意見を短くまとめてみませんか。,approved
title-reflection-pair-agreeableness-high--emotionalStability-low-1,result-text-v2,title-pair-agreeableness-high--emotionalStability-low,1,相手の表情や声の変化に気づいたのは、どんなときでしたか。,approved
title-reflection-pair-agreeableness-high--emotionalStability-low-2,result-text-v2,title-pair-agreeableness-high--emotionalStability-low,2,誰かの気持ちを気にかける中で、自分まで疲れてしまったことはありますか。,approved
title-reflection-pair-agreeableness-high--emotionalStability-low-3,result-text-v2,title-pair-agreeableness-high--emotionalStability-low,3,相手を気にかけているとき、自分にできることと相手に任せることを分けて考えてみませんか。,approved
title-reflection-pair-agreeableness-low--emotionalStability-high-1,result-text-v2,title-pair-agreeableness-low--emotionalStability-high,1,反対意見が出たとき、落ち着いて自分の立場を伝えられた場面はありましたか。,approved
title-reflection-pair-agreeableness-low--emotionalStability-high-2,result-text-v2,title-pair-agreeableness-low--emotionalStability-high,2,相手が強く反応したとき、そのまま話を続けるか、いったん区切るかをどう決めていますか。,approved
title-reflection-pair-agreeableness-low--emotionalStability-high-3,result-text-v2,title-pair-agreeableness-low--emotionalStability-high,3,意見が分かれた話題について、自分が重視する点を短く整理してみませんか。,approved
title-reflection-pair-agreeableness-low--emotionalStability-low-1,result-text-v2,title-pair-agreeableness-low--emotionalStability-low,1,問題に気づいたとき、どのようなタイミングで周囲に伝えていますか。,approved
title-reflection-pair-agreeableness-low--emotionalStability-low-2,result-text-v2,title-pair-agreeableness-low--emotionalStability-low,2,強い違和感を覚えたとき、何を確かめてから言葉にしていますか。,approved
title-reflection-pair-agreeableness-low--emotionalStability-low-3,result-text-v2,title-pair-agreeableness-low--emotionalStability-low,3,気になっている問題を、「確認できた事実」「自分の受け止め」「望んでいること」に分けて書いてみませんか。,approved
