title_id,scene_id,display_order,fragrance_id,share_selected,status
title-single-extraversion-low,pause,1,fragrance-pause-neroli,true,draft
title-single-extraversion-low,pause,2,fragrance-pause-sandalwood,false,draft
title-single-extraversion-low,reset,1,fragrance-reset-bergamot,false,draft
title-single-extraversion-low,reset,2,fragrance-reset-eucalyptus-radiata,true,draft
title-single-extraversion-low,quiet-focus,1,fragrance-quiet-focus-frankincense,false,draft
title-single-extraversion-low,quiet-focus,2,fragrance-quiet-focus-hinoki,true,draft
title-single-agreeableness-high,pause,1,fragrance-pause-true-lavender,false,draft
title-single-agreeableness-high,pause,2,fragrance-pause-sweet-orange,true,draft
title-single-agreeableness-high,reset,1,fragrance-reset-mandarin,false,draft
title-single-agreeableness-high,reset,2,fragrance-reset-lemongrass,true,draft
title-single-agreeableness-high,quiet-focus,1,fragrance-quiet-focus-juniper-berry,false,draft
title-single-agreeableness-high,quiet-focus,2,fragrance-quiet-focus-bergamot,true,draft
title-single-agreeableness-low,pause,1,fragrance-pause-ho-wood,true,draft
title-single-agreeableness-low,pause,2,fragrance-pause-frankincense,false,draft
title-single-agreeableness-low,reset,1,fragrance-reset-ginger,true,draft
title-single-agreeableness-low,reset,2,fragrance-reset-grapefruit,false,draft
title-single-agreeableness-low,quiet-focus,1,fragrance-quiet-focus-juniper-berry,true,draft
title-single-agreeableness-low,quiet-focus,2,fragrance-quiet-focus-cedarwood,false,draft
title-single-emotionalStability-high,pause,1,fragrance-pause-true-lavender,true,draft
title-single-emotionalStability-high,pause,2,fragrance-pause-frankincense,false,draft
title-single-emotionalStability-high,reset,1,fragrance-reset-petitgrain,false,draft
title-single-emotionalStability-high,reset,2,fragrance-reset-rosemary,true,draft
title-single-emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-patchouli,true,draft
title-single-emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-hinoki,false,draft
title-single-emotionalStability-low,pause,1,fragrance-pause-roman-chamomile,false,draft
title-single-emotionalStability-low,pause,2,fragrance-pause-sandalwood,true,draft
title-single-emotionalStability-low,reset,1,fragrance-reset-eucalyptus-radiata,false,draft
title-single-emotionalStability-low,reset,2,fragrance-reset-lemon,true,draft
title-single-emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-cedarwood,false,draft
title-single-emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-frankincense,true,draft
title-pair-intellectImagination-high--conscientiousness-high,pause,1,fragrance-pause-sweet-orange,false,draft
title-pair-intellectImagination-high--conscientiousness-high,pause,2,fragrance-pause-marjoram,true,draft
title-pair-intellectImagination-high--conscientiousness-high,reset,1,fragrance-reset-lemongrass,false,draft
title-pair-intellectImagination-high--conscientiousness-high,reset,2,fragrance-reset-lime,true,draft
title-pair-intellectImagination-high--conscientiousness-high,quiet-focus,1,fragrance-quiet-focus-vetiver,true,draft
title-pair-intellectImagination-high--conscientiousness-high,quiet-focus,2,fragrance-quiet-focus-hinoki,false,draft
title-pair-intellectImagination-high--conscientiousness-low,pause,1,fragrance-pause-hinoki,false,draft
title-pair-intellectImagination-high--conscientiousness-low,pause,2,fragrance-pause-neroli,true,draft
title-pair-intellectImagination-high--conscientiousness-low,reset,1,fragrance-reset-petitgrain,true,draft
title-pair-intellectImagination-high--conscientiousness-low,reset,2,fragrance-reset-rosemary,false,draft
title-pair-intellectImagination-high--conscientiousness-low,quiet-focus,1,fragrance-quiet-focus-bergamot,false,draft
title-pair-intellectImagination-high--conscientiousness-low,quiet-focus,2,fragrance-quiet-focus-cypress,true,draft
title-pair-intellectImagination-low--conscientiousness-high,pause,1,fragrance-pause-sweet-orange,true,draft
title-pair-intellectImagination-low--conscientiousness-high,pause,2,fragrance-pause-ho-wood,false,draft
title-pair-intellectImagination-low--conscientiousness-high,reset,1,fragrance-reset-lemon,true,draft
title-pair-intellectImagination-low--conscientiousness-high,reset,2,fragrance-reset-peppermint,false,draft
title-pair-intellectImagination-low--conscientiousness-high,quiet-focus,1,fragrance-quiet-focus-rosemary,true,draft
title-pair-intellectImagination-low--conscientiousness-high,quiet-focus,2,fragrance-quiet-focus-bergamot,false,draft
title-pair-intellectImagination-low--conscientiousness-low,pause,1,fragrance-pause-sandalwood,true,draft
title-pair-intellectImagination-low--conscientiousness-low,pause,2,fragrance-pause-true-lavender,false,draft
title-pair-intellectImagination-low--conscientiousness-low,reset,1,fragrance-reset-lime,true,draft
title-pair-intellectImagination-low--conscientiousness-low,reset,2,fragrance-reset-ginger,false,draft
title-pair-intellectImagination-low--conscientiousness-low,quiet-focus,1,fragrance-quiet-focus-juniper-berry,true,draft
title-pair-intellectImagination-low--conscientiousness-low,quiet-focus,2,fragrance-quiet-focus-rosemary,false,draft
title-pair-intellectImagination-high--extraversion-high,pause,1,fragrance-pause-marjoram,false,draft
title-pair-intellectImagination-high--extraversion-high,pause,2,fragrance-pause-roman-chamomile,true,draft
title-pair-intellectImagination-high--extraversion-high,reset,1,fragrance-reset-rosemary,false,draft
title-pair-intellectImagination-high--extraversion-high,reset,2,fragrance-reset-mandarin,true,draft
title-pair-intellectImagination-high--extraversion-high,quiet-focus,1,fragrance-quiet-focus-patchouli,false,draft
title-pair-intellectImagination-high--extraversion-high,quiet-focus,2,fragrance-quiet-focus-cedarwood,true,draft
title-pair-intellectImagination-high--extraversion-low,pause,1,fragrance-pause-hinoki,true,draft
title-pair-intellectImagination-high--extraversion-low,pause,2,fragrance-pause-neroli,false,draft
title-pair-intellectImagination-high--extraversion-low,reset,1,fragrance-reset-bergamot,true,draft
title-pair-intellectImagination-high--extraversion-low,reset,2,fragrance-reset-lemongrass,false,draft
title-pair-intellectImagination-high--extraversion-low,quiet-focus,1,fragrance-quiet-focus-vetiver,true,draft
title-pair-intellectImagination-high--extraversion-low,quiet-focus,2,fragrance-quiet-focus-frankincense,false,draft
title-pair-intellectImagination-low--extraversion-high,pause,1,fragrance-pause-ho-wood,false,draft
title-pair-intellectImagination-low--extraversion-high,pause,2,fragrance-pause-frankincense,true,draft
title-pair-intellectImagination-low--extraversion-high,reset,1,fragrance-reset-peppermint,true,draft
title-pair-intellectImagination-low--extraversion-high,reset,2,fragrance-reset-grapefruit,false,draft
title-pair-intellectImagination-low--extraversion-high,quiet-focus,1,fragrance-quiet-focus-hinoki,true,draft
title-pair-intellectImagination-low--extraversion-high,quiet-focus,2,fragrance-quiet-focus-rosemary,false,draft
title-pair-intellectImagination-low--extraversion-low,pause,1,fragrance-pause-hinoki,false,draft
title-pair-intellectImagination-low--extraversion-low,pause,2,fragrance-pause-marjoram,true,draft
title-pair-intellectImagination-low--extraversion-low,reset,1,fragrance-reset-mandarin,false,draft
title-pair-intellectImagination-low--extraversion-low,reset,2,fragrance-reset-ginger,true,draft
title-pair-intellectImagination-low--extraversion-low,quiet-focus,1,fragrance-quiet-focus-frankincense,true,draft
title-pair-intellectImagination-low--extraversion-low,quiet-focus,2,fragrance-quiet-focus-cypress,false,draft
title-pair-intellectImagination-high--agreeableness-high,pause,1,fragrance-pause-neroli,true,draft
title-pair-intellectImagination-high--agreeableness-high,pause,2,fragrance-pause-sweet-orange,false,draft
title-pair-intellectImagination-high--agreeableness-high,reset,1,fragrance-reset-eucalyptus-radiata,true,draft
title-pair-intellectImagination-high--agreeableness-high,reset,2,fragrance-reset-grapefruit,false,draft
title-pair-intellectImagination-high--agreeableness-high,quiet-focus,1,fragrance-quiet-focus-juniper-berry,false,draft
title-pair-intellectImagination-high--agreeableness-high,quiet-focus,2,fragrance-quiet-focus-bergamot,true,draft
title-pair-intellectImagination-high--agreeableness-low,pause,1,fragrance-pause-true-lavender,true,draft
title-pair-intellectImagination-high--agreeableness-low,pause,2,fragrance-pause-sandalwood,false,draft
title-pair-intellectImagination-high--agreeableness-low,reset,1,fragrance-reset-eucalyptus-radiata,true,draft
title-pair-intellectImagination-high--agreeableness-low,reset,2,fragrance-reset-petitgrain,false,draft
title-pair-intellectImagination-high--agreeableness-low,quiet-focus,1,fragrance-quiet-focus-patchouli,false,draft
title-pair-intellectImagination-high--agreeableness-low,quiet-focus,2,fragrance-quiet-focus-cypress,true,draft
title-pair-intellectImagination-low--agreeableness-high,pause,1,fragrance-pause-ho-wood,false,draft
title-pair-intellectImagination-low--agreeableness-high,pause,2,fragrance-pause-roman-chamomile,true,draft
title-pair-intellectImagination-low--agreeableness-high,reset,1,fragrance-reset-lemongrass,true,draft
title-pair-intellectImagination-low--agreeableness-high,reset,2,fragrance-reset-lemon,false,draft
title-pair-intellectImagination-low--agreeableness-high,quiet-focus,1,fragrance-quiet-focus-cedarwood,false,draft
title-pair-intellectImagination-low--agreeableness-high,quiet-focus,2,fragrance-quiet-focus-vetiver,true,draft
title-pair-intellectImagination-low--agreeableness-low,pause,1,fragrance-pause-ho-wood,true,draft
title-pair-intellectImagination-low--agreeableness-low,pause,2,fragrance-pause-frankincense,false,draft
title-pair-intellectImagination-low--agreeableness-low,reset,1,fragrance-reset-rosemary,true,draft
title-pair-intellectImagination-low--agreeableness-low,reset,2,fragrance-reset-lime,false,draft
title-pair-intellectImagination-low--agreeableness-low,quiet-focus,1,fragrance-quiet-focus-vetiver,false,draft
title-pair-intellectImagination-low--agreeableness-low,quiet-focus,2,fragrance-quiet-focus-hinoki,true,draft
title-pair-intellectImagination-high--emotionalStability-high,pause,1,fragrance-pause-frankincense,true,draft
title-pair-intellectImagination-high--emotionalStability-high,pause,2,fragrance-pause-marjoram,false,draft
title-pair-intellectImagination-high--emotionalStability-high,reset,1,fragrance-reset-bergamot,true,draft
title-pair-intellectImagination-high--emotionalStability-high,reset,2,fragrance-reset-peppermint,false,draft
title-pair-intellectImagination-high--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-hinoki,true,draft
title-pair-intellectImagination-high--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-juniper-berry,false,draft
title-pair-intellectImagination-high--emotionalStability-low,pause,1,fragrance-pause-roman-chamomile,false,draft
title-pair-intellectImagination-high--emotionalStability-low,pause,2,fragrance-pause-sandalwood,true,draft
title-pair-intellectImagination-high--emotionalStability-low,reset,1,fragrance-reset-petitgrain,true,draft
title-pair-intellectImagination-high--emotionalStability-low,reset,2,fragrance-reset-ginger,false,draft
title-pair-intellectImagination-high--emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-frankincense,true,draft
title-pair-intellectImagination-high--emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-bergamot,false,draft
title-pair-intellectImagination-low--emotionalStability-high,pause,1,fragrance-pause-sweet-orange,true,draft
title-pair-intellectImagination-low--emotionalStability-high,pause,2,fragrance-pause-hinoki,false,draft
title-pair-intellectImagination-low--emotionalStability-high,reset,1,fragrance-reset-lemon,true,draft
title-pair-intellectImagination-low--emotionalStability-high,reset,2,fragrance-reset-eucalyptus-radiata,false,draft
title-pair-intellectImagination-low--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-rosemary,false,draft
title-pair-intellectImagination-low--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-patchouli,true,draft
title-pair-intellectImagination-low--emotionalStability-low,pause,1,fragrance-pause-sandalwood,false,draft
title-pair-intellectImagination-low--emotionalStability-low,pause,2,fragrance-pause-true-lavender,true,draft
title-pair-intellectImagination-low--emotionalStability-low,reset,1,fragrance-reset-rosemary,false,draft
title-pair-intellectImagination-low--emotionalStability-low,reset,2,fragrance-reset-mandarin,true,draft
title-pair-intellectImagination-low--emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-patchouli,true,draft
title-pair-intellectImagination-low--emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-cypress,false,draft
title-pair-conscientiousness-high--extraversion-high,pause,1,fragrance-pause-sweet-orange,false,draft
title-pair-conscientiousness-high--extraversion-high,pause,2,fragrance-pause-neroli,true,draft
title-pair-conscientiousness-high--extraversion-high,reset,1,fragrance-reset-bergamot,false,draft
title-pair-conscientiousness-high--extraversion-high,reset,2,fragrance-reset-lemongrass,true,draft
title-pair-conscientiousness-high--extraversion-high,quiet-focus,1,fragrance-quiet-focus-cedarwood,true,draft
title-pair-conscientiousness-high--extraversion-high,quiet-focus,2,fragrance-quiet-focus-frankincense,false,draft
title-pair-conscientiousness-high--extraversion-low,pause,1,fragrance-pause-marjoram,true,draft
title-pair-conscientiousness-high--extraversion-low,pause,2,fragrance-pause-roman-chamomile,false,draft
title-pair-conscientiousness-high--extraversion-low,reset,1,fragrance-reset-peppermint,true,draft
title-pair-conscientiousness-high--extraversion-low,reset,2,fragrance-reset-lime,false,draft
title-pair-conscientiousness-high--extraversion-low,quiet-focus,1,fragrance-quiet-focus-vetiver,false,draft
title-pair-conscientiousness-high--extraversion-low,quiet-focus,2,fragrance-quiet-focus-rosemary,true,draft
title-pair-conscientiousness-low--extraversion-high,pause,1,fragrance-pause-hinoki,true,draft
title-pair-conscientiousness-low--extraversion-high,pause,2,fragrance-pause-neroli,false,draft
title-pair-conscientiousness-low--extraversion-high,reset,1,fragrance-reset-ginger,false,draft
title-pair-conscientiousness-low--extraversion-high,reset,2,fragrance-reset-grapefruit,true,draft
title-pair-conscientiousness-low--extraversion-high,quiet-focus,1,fragrance-quiet-focus-bergamot,false,draft
title-pair-conscientiousness-low--extraversion-high,quiet-focus,2,fragrance-quiet-focus-juniper-berry,true,draft
title-pair-conscientiousness-low--extraversion-low,pause,1,fragrance-pause-true-lavender,true,draft
title-pair-conscientiousness-low--extraversion-low,pause,2,fragrance-pause-ho-wood,false,draft
title-pair-conscientiousness-low--extraversion-low,reset,1,fragrance-reset-ginger,false,draft
title-pair-conscientiousness-low--extraversion-low,reset,2,fragrance-reset-petitgrain,true,draft
title-pair-conscientiousness-low--extraversion-low,quiet-focus,1,fragrance-quiet-focus-frankincense,false,draft
title-pair-conscientiousness-low--extraversion-low,quiet-focus,2,fragrance-quiet-focus-cypress,true,draft
title-pair-conscientiousness-high--agreeableness-high,pause,1,fragrance-pause-neroli,false,draft
title-pair-conscientiousness-high--agreeableness-high,pause,2,fragrance-pause-frankincense,true,draft
title-pair-conscientiousness-high--agreeableness-high,reset,1,fragrance-reset-eucalyptus-radiata,false,draft
title-pair-conscientiousness-high--agreeableness-high,reset,2,fragrance-reset-grapefruit,true,draft
title-pair-conscientiousness-high--agreeableness-high,quiet-focus,1,fragrance-quiet-focus-rosemary,false,draft
title-pair-conscientiousness-high--agreeableness-high,quiet-focus,2,fragrance-quiet-focus-cedarwood,true,draft
title-pair-conscientiousness-high--agreeableness-low,pause,1,fragrance-pause-true-lavender,false,draft
title-pair-conscientiousness-high--agreeableness-low,pause,2,fragrance-pause-sandalwood,true,draft
title-pair-conscientiousness-high--agreeableness-low,reset,1,fragrance-reset-lemongrass,true,draft
title-pair-conscientiousness-high--agreeableness-low,reset,2,fragrance-reset-lemon,false,draft
title-pair-conscientiousness-high--agreeableness-low,quiet-focus,1,fragrance-quiet-focus-patchouli,true,draft
title-pair-conscientiousness-high--agreeableness-low,quiet-focus,2,fragrance-quiet-focus-hinoki,false,draft
title-pair-conscientiousness-low--agreeableness-high,pause,1,fragrance-pause-ho-wood,true,draft
title-pair-conscientiousness-low--agreeableness-high,pause,2,fragrance-pause-roman-chamomile,false,draft
title-pair-conscientiousness-low--agreeableness-high,reset,1,fragrance-reset-rosemary,true,draft
title-pair-conscientiousness-low--agreeableness-high,reset,2,fragrance-reset-lime,false,draft
title-pair-conscientiousness-low--agreeableness-high,quiet-focus,1,fragrance-quiet-focus-cypress,false,draft
title-pair-conscientiousness-low--agreeableness-high,quiet-focus,2,fragrance-quiet-focus-vetiver,true,draft
title-pair-conscientiousness-low--agreeableness-low,pause,1,fragrance-pause-frankincense,false,draft
title-pair-conscientiousness-low--agreeableness-low,pause,2,fragrance-pause-sweet-orange,true,draft
title-pair-conscientiousness-low--agreeableness-low,reset,1,fragrance-reset-bergamot,false,draft
title-pair-conscientiousness-low--agreeableness-low,reset,2,fragrance-reset-peppermint,true,draft
title-pair-conscientiousness-low--agreeableness-low,quiet-focus,1,fragrance-quiet-focus-hinoki,true,draft
title-pair-conscientiousness-low--agreeableness-low,quiet-focus,2,fragrance-quiet-focus-juniper-berry,false,draft
title-pair-conscientiousness-high--emotionalStability-high,pause,1,fragrance-pause-marjoram,false,draft
title-pair-conscientiousness-high--emotionalStability-high,pause,2,fragrance-pause-hinoki,true,draft
title-pair-conscientiousness-high--emotionalStability-high,reset,1,fragrance-reset-rosemary,false,draft
title-pair-conscientiousness-high--emotionalStability-high,reset,2,fragrance-reset-mandarin,true,draft
title-pair-conscientiousness-high--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-bergamot,true,draft
title-pair-conscientiousness-high--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-cedarwood,false,draft
title-pair-conscientiousness-high--emotionalStability-low,pause,1,fragrance-pause-roman-chamomile,true,draft
title-pair-conscientiousness-high--emotionalStability-low,pause,2,fragrance-pause-sandalwood,false,draft
title-pair-conscientiousness-high--emotionalStability-low,reset,1,fragrance-reset-lime,true,draft
title-pair-conscientiousness-high--emotionalStability-low,reset,2,fragrance-reset-lemongrass,false,draft
title-pair-conscientiousness-high--emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-frankincense,true,draft
title-pair-conscientiousness-high--emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-cypress,false,draft
title-pair-conscientiousness-low--emotionalStability-high,pause,1,fragrance-pause-sweet-orange,true,draft
title-pair-conscientiousness-low--emotionalStability-high,pause,2,fragrance-pause-marjoram,false,draft
title-pair-conscientiousness-low--emotionalStability-high,reset,1,fragrance-reset-bergamot,true,draft
title-pair-conscientiousness-low--emotionalStability-high,reset,2,fragrance-reset-peppermint,false,draft
title-pair-conscientiousness-low--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-rosemary,true,draft
title-pair-conscientiousness-low--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-hinoki,false,draft
title-pair-conscientiousness-low--emotionalStability-low,pause,1,fragrance-pause-hinoki,false,draft
title-pair-conscientiousness-low--emotionalStability-low,pause,2,fragrance-pause-neroli,true,draft
title-pair-conscientiousness-low--emotionalStability-low,reset,1,fragrance-reset-mandarin,false,draft
title-pair-conscientiousness-low--emotionalStability-low,reset,2,fragrance-reset-ginger,true,draft
title-pair-conscientiousness-low--emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-patchouli,false,draft
title-pair-conscientiousness-low--emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-juniper-berry,true,draft
title-pair-extraversion-high--agreeableness-high,pause,1,fragrance-pause-true-lavender,false,draft
title-pair-extraversion-high--agreeableness-high,pause,2,fragrance-pause-ho-wood,true,draft
title-pair-extraversion-high--agreeableness-high,reset,1,fragrance-reset-eucalyptus-radiata,false,draft
title-pair-extraversion-high--agreeableness-high,reset,2,fragrance-reset-grapefruit,true,draft
title-pair-extraversion-high--agreeableness-high,quiet-focus,1,fragrance-quiet-focus-cedarwood,false,draft
title-pair-extraversion-high--agreeableness-high,quiet-focus,2,fragrance-quiet-focus-bergamot,true,draft
title-pair-extraversion-high--agreeableness-low,pause,1,fragrance-pause-marjoram,true,draft
title-pair-extraversion-high--agreeableness-low,pause,2,fragrance-pause-frankincense,false,draft
title-pair-extraversion-high--agreeableness-low,reset,1,fragrance-reset-ginger,true,draft
title-pair-extraversion-high--agreeableness-low,reset,2,fragrance-reset-petitgrain,false,draft
title-pair-extraversion-high--agreeableness-low,quiet-focus,1,fragrance-quiet-focus-vetiver,true,draft
title-pair-extraversion-high--agreeableness-low,quiet-focus,2,fragrance-quiet-focus-cedarwood,false,draft
title-pair-extraversion-low--agreeableness-high,pause,1,fragrance-pause-hinoki,false,draft
title-pair-extraversion-low--agreeableness-high,pause,2,fragrance-pause-roman-chamomile,true,draft
title-pair-extraversion-low--agreeableness-high,reset,1,fragrance-reset-eucalyptus-radiata,true,draft
title-pair-extraversion-low--agreeableness-high,reset,2,fragrance-reset-lemon,false,draft
title-pair-extraversion-low--agreeableness-high,quiet-focus,1,fragrance-quiet-focus-bergamot,true,draft
title-pair-extraversion-low--agreeableness-high,quiet-focus,2,fragrance-quiet-focus-patchouli,false,draft
title-pair-extraversion-low--agreeableness-low,pause,1,fragrance-pause-neroli,false,draft
title-pair-extraversion-low--agreeableness-low,pause,2,fragrance-pause-sandalwood,true,draft
title-pair-extraversion-low--agreeableness-low,reset,1,fragrance-reset-grapefruit,false,draft
title-pair-extraversion-low--agreeableness-low,reset,2,fragrance-reset-lemongrass,true,draft
title-pair-extraversion-low--agreeableness-low,quiet-focus,1,fragrance-quiet-focus-frankincense,true,draft
title-pair-extraversion-low--agreeableness-low,quiet-focus,2,fragrance-quiet-focus-vetiver,false,draft
title-pair-extraversion-high--emotionalStability-high,pause,1,fragrance-pause-true-lavender,true,draft
title-pair-extraversion-high--emotionalStability-high,pause,2,fragrance-pause-sweet-orange,false,draft
title-pair-extraversion-high--emotionalStability-high,reset,1,fragrance-reset-petitgrain,false,draft
title-pair-extraversion-high--emotionalStability-high,reset,2,fragrance-reset-rosemary,true,draft
title-pair-extraversion-high--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-juniper-berry,false,draft
title-pair-extraversion-high--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-cypress,true,draft
title-pair-extraversion-high--emotionalStability-low,pause,1,fragrance-pause-ho-wood,false,draft
title-pair-extraversion-high--emotionalStability-low,pause,2,fragrance-pause-frankincense,true,draft
title-pair-extraversion-high--emotionalStability-low,reset,1,fragrance-reset-lemon,true,draft
title-pair-extraversion-high--emotionalStability-low,reset,2,fragrance-reset-peppermint,false,draft
title-pair-extraversion-high--emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-hinoki,false,draft
title-pair-extraversion-high--emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-rosemary,true,draft
title-pair-extraversion-low--emotionalStability-high,pause,1,fragrance-pause-true-lavender,true,draft
title-pair-extraversion-low--emotionalStability-high,pause,2,fragrance-pause-frankincense,false,draft
title-pair-extraversion-low--emotionalStability-high,reset,1,fragrance-reset-lemongrass,false,draft
title-pair-extraversion-low--emotionalStability-high,reset,2,fragrance-reset-mandarin,true,draft
title-pair-extraversion-low--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-cedarwood,true,draft
title-pair-extraversion-low--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-rosemary,false,draft
title-pair-extraversion-low--emotionalStability-low,pause,1,fragrance-pause-roman-chamomile,true,draft
title-pair-extraversion-low--emotionalStability-low,pause,2,fragrance-pause-sandalwood,false,draft
title-pair-extraversion-low--emotionalStability-low,reset,1,fragrance-reset-rosemary,false,draft
title-pair-extraversion-low--emotionalStability-low,reset,2,fragrance-reset-lime,true,draft
title-pair-extraversion-low--emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-hinoki,true,draft
title-pair-extraversion-low--emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-bergamot,false,draft
title-pair-agreeableness-high--emotionalStability-high,pause,1,fragrance-pause-sweet-orange,false,draft
title-pair-agreeableness-high--emotionalStability-high,pause,2,fragrance-pause-marjoram,true,draft
title-pair-agreeableness-high--emotionalStability-high,reset,1,fragrance-reset-bergamot,false,draft
title-pair-agreeableness-high--emotionalStability-high,reset,2,fragrance-reset-peppermint,true,draft
title-pair-agreeableness-high--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-frankincense,false,draft
title-pair-agreeableness-high--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-juniper-berry,true,draft
title-pair-agreeableness-high--emotionalStability-low,pause,1,fragrance-pause-hinoki,true,draft
title-pair-agreeableness-high--emotionalStability-low,pause,2,fragrance-pause-neroli,false,draft
title-pair-agreeableness-high--emotionalStability-low,reset,1,fragrance-reset-lime,true,draft
title-pair-agreeableness-high--emotionalStability-low,reset,2,fragrance-reset-ginger,false,draft
title-pair-agreeableness-high--emotionalStability-low,quiet-focus,1,fragrance-quiet-focus-patchouli,true,draft
title-pair-agreeableness-high--emotionalStability-low,quiet-focus,2,fragrance-quiet-focus-cypress,false,draft
title-pair-agreeableness-low--emotionalStability-high,pause,1,fragrance-pause-sweet-orange,true,draft
title-pair-agreeableness-low--emotionalStability-high,pause,2,fragrance-pause-ho-wood,false,draft
title-pair-agreeableness-low--emotionalStability-high,reset,1,fragrance-reset-bergamot,true,draft
title-pair-agreeableness-low--emotionalStability-high,reset,2,fragrance-reset-eucalyptus-radiata,false,draft
title-pair-agreeableness-low--emotionalStability-high,quiet-focus,1,fragrance-quiet-focus-juniper-berry,false,draft
title-pair-agreeableness-low--emotionalStability-high,quiet-focus,2,fragrance-quiet-focus-vetiver,true,draft
title-pair-agreeableness-low--emotionalStability-low,pause,1,fragrance-pause-sandalwood,true,draft
title-pair-agreeableness-low--emotionalStability-low,pause,2,fragrance-pause-true-lavender,false,draft
title-pair-agreeableness-low--emotionalStability-low,reset,1,fragrance-reset-peppermint,false,draft
title-pair-agreeableness-low--emotionalStability-low,reset,2,fragrance-reset-lemon,true,draft
